Resale Price (RM),Brand Make,Model,Year of Manufacturer,Mileage (KM),Condition,Petrol Type,Transmission Type
70888,Toyota,Camry,2019,128196,Fair,Petrol,Automatic
92297,Nissan,Serena,2022,76560,Good,Petrol,Automatic
221063,Lexus,ES,2023,47022,Good,Hybrid,Automatic
25922,Mazda,Mazda2,2017,137656,Fair,Petrol,Automatic
56943,Nissan,X-Trail,2020,123695,Fair,Petrol,Automatic
58958,Mazda,Mazda3,2019,95196,Good,Petrol,Automatic
46003,Honda,Jazz,2021,87336,Good,Petrol,CVT
44737,Nissan,Navara,2019,80730,Good,Petrol,Automatic
76697,Honda,Jazz,2024,25343,Excellent,Petrol,CVT
102166,Toyota,Hilux,2023,36862,Excellent,Petrol,Manual
71203,Honda,Civic,2021,69616,Good,Petrol,CVT
68970,Toyota,Hilux,2021,82296,Good,Diesel,Manual
100133,Nissan,Navara,2024,15648,Excellent,Petrol,Automatic
98316,Honda,HR-V,2023,37358,Excellent,Petrol,Automatic
157545,Lexus,RX,2020,131290,Fair,Petrol,Automatic
181553,Lexus,IS,2023,53888,Good,Petrol,Automatic
57214,Toyota,Vios,2021,79972,Very Good,Petrol,Automatic
66800,Toyota,Hilux,2021,100188,Good,Petrol,Automatic
32736,Honda,HR-V,2018,181573,Fair,Petrol,Automatic
48937,Toyota,Hilux,2020,130780,Fair,Diesel,Manual
108718,Toyota,Corolla,2023,36280,Excellent,Petrol,Automatic
99044,Lexus,NX,2018,159509,Fair,Petrol,Automatic
76453,Honda,Accord,2019,100680,Good,Petrol,Automatic
275205,Lexus,ES,2024,27818,Excellent,Hybrid,Automatic
70911,Lexus,ES,2017,186768,Fair,Hybrid,Automatic
60437,Toyota,Vios,2022,65985,Good,Petrol,Automatic
113628,Toyota,Hilux,2024,16503,Excellent,Diesel,Automatic
105295,Nissan,X-Trail,2022,44442,Very Good,Petrol,Automatic
23120,Toyota,Vios,2017,182904,Fair,Petrol,Automatic
49444,Honda,Accord,2017,200280,Good,Petrol,Automatic
139397,Nissan,Serena,2024,15586,Excellent,Petrol,Automatic
75830,Nissan,Almera,2024,17174,Excellent,Petrol,Automatic
77132,Nissan,Almera,2024,18029,Excellent,Petrol,CVT
120127,Toyota,Camry,2021,69424,Very Good,Petrol,Automatic
83485,Honda,City,2024,27408,Excellent,Petrol,Automatic
51396,Mazda,Mazda3,2018,142177,Good,Petrol,Automatic
100443,Nissan,X-Trail,2022,52038,Very Good,Petrol,Automatic
46580,Honda,BR-V,2020,85505,Very Good,Petrol,Automatic
82823,Honda,Jazz,2024,12372,Excellent,Petrol,Automatic
55912,Toyota,Vios,2021,94348,Very Good,Petrol,CVT
20669,Mazda,Mazda2,2016,213039,Fair,Petrol,Automatic
174373,Mazda,Mazda6,2024,21413,Excellent,Petrol,Automatic
29570,Nissan,Almera,2019,98934,Fair,Petrol,CVT
82112,Mazda,Mazda3,2021,60008,Good,Petrol,Automatic
54784,Honda,Jazz,2022,73011,Good,Petrol,Automatic
51854,Nissan,Navara,2020,134740,Good,Petrol,Automatic
102447,Nissan,X-Trail,2022,71484,Very Good,Petrol,Automatic
91298,Toyota,Vios,2024,24155,Excellent,Petrol,Automatic
65148,Lexus,NX,2016,128052,Poor,Hybrid,Automatic
58289,Honda,City,2022,63717,Good,Petrol,CVT
26260,Toyota,Fortuner,2015,261040,Poor,Petrol,Manual
96197,Honda,HR-V,2023,35336,Excellent,Petrol,Automatic
139713,Toyota,Fortuner,2023,54490,Very Good,Petrol,Manual
63927,Lexus,NX,2015,193050,Fair,Petrol,Automatic
46769,Toyota,Yaris,2021,92260,Good,Petrol,Automatic
110695,Lexus,IS,2021,103492,Fair,Hybrid,Automatic
172440,Lexus,ES,2021,53872,Very Good,Hybrid,Automatic
157347,Toyota,Fortuner,2023,24918,Excellent,Diesel,Manual
84557,Nissan,Serena,2021,77520,Very Good,Petrol,Automatic
67882,Nissan,Navara,2022,49071,Good,Diesel,Manual
194618,Toyota,Camry,2024,23913,Excellent,Hybrid,Automatic
25281,Nissan,Serena,2016,178227,Poor,Petrol,Automatic
20916,Nissan,Navara,2016,170442,Poor,Diesel,Automatic
93998,Toyota,Fortuner,2020,84705,Very Good,Petrol,Automatic
89790,Nissan,Serena,2022,41970,Good,Petrol,Automatic
100630,Mazda,CX-5,2022,78447,Very Good,Petrol,Automatic
102582,Mazda,Mazda6,2021,71540,Good,Petrol,Automatic
106466,Nissan,Serena,2023,47452,Very Good,Petrol,Automatic
112037,Mazda,CX-5,2022,44403,Very Good,Petrol,Automatic
83831,Honda,Civic,2022,80580,Very Good,Petrol,CVT
96184,Toyota,Hilux,2023,45454,Very Good,Diesel,Automatic
67743,Mazda,Mazda6,2019,72816,Fair,Petrol,Automatic
64835,Honda,City,2023,55512,Good,Petrol,Automatic
137794,Lexus,RX,2019,147414,Fair,Petrol,Automatic
70172,Toyota,Vios,2023,52366,Very Good,Petrol,CVT
291109,Lexus,ES,2024,23936,Excellent,Petrol,Automatic
123507,Mazda,CX-5,2023,50334,Good,Petrol,Automatic
69688,Toyota,Hilux,2021,48140,Very Good,Diesel,Automatic
304762,Lexus,RX,2023,51226,Very Good,Hybrid,Automatic
29778,Honda,CR-V,2015,212310,Fair,Petrol,Automatic
57489,Mazda,Mazda2,2022,66165,Good,Petrol,Automatic
18830,Nissan,Almera,2016,111420,Fair,Petrol,CVT
124762,Mazda,Mazda3,2023,26040,Excellent,Petrol,Automatic
58393,Nissan,Navara,2020,83925,Very Good,Diesel,Automatic
119801,Mazda,Mazda3,2023,36922,Excellent,Petrol,Automatic
172538,Honda,Accord,2024,23570,Excellent,Hybrid,Automatic
149936,Lexus,RX,2018,116746,Good,Hybrid,Automatic
63318,Nissan,X-Trail,2019,124944,Good,Petrol,Automatic
30809,Nissan,Navara,2018,151557,Fair,Diesel,Automatic
143477,Mazda,Mazda3,2024,24185,Excellent,Petrol,Automatic
139714,Lexus,RX,2018,181139,Good,Hybrid,Automatic
21108,Toyota,Vios,2016,158706,Fair,Petrol,Automatic
27433,Honda,CR-V,2015,245490,Fair,Petrol,Automatic
104721,Nissan,Navara,2024,14669,Excellent,Diesel,Manual
132732,Lexus,RX,2017,110728,Good,Hybrid,Automatic
65484,Honda,HR-V,2021,82076,Good,Petrol,Automatic
56023,Honda,BR-V,2021,84364,Very Good,Petrol,Automatic
131648,Toyota,Camry,2022,44877,Very Good,Petrol,Automatic
85877,Honda,City,2024,26616,Excellent,Petrol,CVT
144353,Lexus,RX,2018,97727,Good,Hybrid,Automatic
297989,Lexus,RX,2023,45492,Very Good,Hybrid,Automatic
157170,Lexus,NX,2019,73536,Good,Hybrid,Automatic
172428,Lexus,IS,2022,65100,Very Good,Petrol,Automatic
33815,Mazda,Mazda2,2018,112756,Good,Petrol,Automatic
89142,Toyota,Fortuner,2020,75300,Good,Diesel,Automatic
77535,Mazda,Mazda6,2019,81204,Good,Petrol,Automatic
31658,Nissan,Almera,2020,119000,Fair,Petrol,CVT
47494,Lexus,ES,2014,226094,Fair,Hybrid,Automatic
76603,Mazda,Mazda2,2023,31978,Excellent,Petrol,Automatic
126601,Toyota,Fortuner,2022,50466,Good,Diesel,Automatic
21064,Mazda,Mazda2,2016,176229,Fair,Petrol,Automatic
136109,Mazda,CX-5,2023,32080,Excellent,Petrol,Automatic
45543,Honda,BR-V,2020,96515,Good,Petrol,Automatic
89751,Nissan,Navara,2023,36234,Excellent,Diesel,Manual
102604,Lexus,ES,2018,153356,Good,Petrol,Automatic
56470,Toyota,Fortuner,2017,180872,Good,Diesel,Automatic
317643,Lexus,NX,2024,20332,Excellent,Petrol,Automatic
286295,Lexus,ES,2024,26493,Excellent,Hybrid,Automatic
37936,Nissan,Navara,2019,121356,Fair,Petrol,Automatic
200529,Lexus,IS,2023,39750,Excellent,Hybrid,Automatic
43733,Toyota,Yaris,2020,73060,Very Good,Petrol,Automatic
33127,Honda,Jazz,2020,125555,Fair,Petrol,CVT
45210,Toyota,Vios,2020,76850,Good,Petrol,Automatic
88864,Mazda,CX-5,2021,93184,Good,Petrol,Automatic
52538,Honda,CR-V,2018,167251,Good,Petrol,Automatic
31412,Toyota,Corolla,2016,141318,Fair,Petrol,CVT
41512,Toyota,Hilux,2019,164238,Fair,Diesel,Manual
114059,Mazda,CX-5,2022,38343,Very Good,Petrol,Automatic
74948,Nissan,Navara,2022,80211,Very Good,Petrol,Automatic
38309,Toyota,Yaris,2020,136345,Good,Petrol,Automatic
68584,Nissan,Serena,2020,76595,Good,Petrol,Automatic
112591,Mazda,Mazda6,2022,74307,Good,Petrol,Automatic
106944,Nissan,Navara,2024,13614,Excellent,Diesel,Automatic
36670,Honda,Civic,2018,167405,Fair,Petrol,Automatic
88781,Honda,BR-V,2024,13918,Excellent,Petrol,Automatic
97191,Mazda,Mazda6,2021,54756,Good,Petrol,Automatic
44135,Nissan,Almera,2021,87860,Good,Petrol,Automatic
47772,Toyota,Fortuner,2017,169896,Fair,Petrol,Automatic
99388,Nissan,Navara,2024,18565,Excellent,Petrol,Automatic
96012,Mazda,Mazda3,2022,64296,Good,Petrol,Automatic
167985,Lexus,IS,2022,79761,Very Good,Petrol,Automatic
20608,Honda,City,2016,124569,Fair,Petrol,CVT
32253,Toyota,Fortuner,2015,162770,Poor,Petrol,Manual
80303,Mazda,Mazda6,2021,103096,Fair,Petrol,Automatic
107562,Honda,Accord,2021,86760,Very Good,Petrol,Automatic
66885,Toyota,Fortuner,2019,84312,Fair,Petrol,Automatic
197257,Toyota,Camry,2024,17842,Excellent,Petrol,Automatic
110690,Lexus,ES,2019,94374,Fair,Hybrid,Automatic
122728,Honda,Civic,2024,19198,Excellent,Petrol,CVT
283350,Lexus,ES,2024,27970,Excellent,Petrol,Automatic
110716,Nissan,Serena,2023,49622,Very Good,Petrol,Automatic
54125,Mazda,Mazda3,2020,127025,Fair,Petrol,Automatic
143242,Honda,Accord,2023,34666,Excellent,Petrol,Automatic
144202,Lexus,ES,2020,86460,Good,Hybrid,Automatic
54739,Honda,City,2022,74853,Good,Petrol,Automatic
132885,Mazda,Mazda3,2024,23606,Excellent,Petrol,Automatic
95997,Mazda,CX-5,2021,76380,Very Good,Petrol,Automatic
33361,Toyota,Camry,2015,183100,Poor,Hybrid,Automatic
66133,Honda,HR-V,2021,88968,Very Good,Petrol,Automatic
49797,Honda,Civic,2019,167520,Good,Petrol,Automatic
89756,Toyota,Hilux,2023,41320,Very Good,Diesel,Manual
53018,Honda,Accord,2017,142568,Good,Hybrid,Automatic
88994,Mazda,Mazda2,2024,27537,Excellent,Petrol,Automatic
55440,Toyota,Hilux,2020,103245,Good,Diesel,Automatic
33703,Nissan,X-Trail,2016,169389,Fair,Petrol,Automatic
172043,Mazda,Mazda6,2024,16733,Excellent,Petrol,Automatic
20733,Nissan,Navara,2016,163053,Poor,Petrol,Manual
68472,Mazda,CX-5,2019,108450,Good,Petrol,Automatic
69200,Honda,BR-V,2023,48440,Good,Petrol,Automatic
56275,Nissan,X-Trail,2019,157932,Good,Petrol,Automatic
57669,Honda,BR-V,2022,73467,Good,Petrol,Automatic
89267,Honda,Civic,2022,58221,Very Good,Petrol,Automatic
204765,Lexus,NX,2021,92392,Very Good,Hybrid,Automatic
227456,Lexus,RX,2021,83236,Good,Petrol,Automatic
74882,Toyota,Hilux,2022,45594,Good,Diesel,Manual
16934,Toyota,Yaris,2015,146080,Fair,Petrol,Automatic
89845,Lexus,NX,2017,153528,Fair,Petrol,Automatic
37561,Honda,BR-V,2019,167814,Good,Petrol,Automatic
75858,Toyota,Hilux,2022,43554,Good,Petrol,Manual
86523,Mazda,Mazda2,2024,15250,Excellent,Petrol,Automatic
278802,Lexus,NX,2023,24342,Excellent,Petrol,Automatic
74573,Mazda,Mazda2,2023,36570,Excellent,Petrol,Automatic
85921,Mazda,Mazda2,2024,25796,Excellent,Petrol,Automatic
53340,Mazda,CX-5,2018,181937,Good,Petrol,Automatic
29309,Toyota,Yaris,2019,157572,Fair,Petrol,Automatic
70689,Toyota,Yaris,2023,43278,Very Good,Petrol,Automatic
238588,Lexus,IS,2024,13760,Excellent,Hybrid,Automatic
44029,Nissan,Almera,2021,88844,Very Good,Petrol,CVT
164407,Honda,Accord,2024,13316,Excellent,Hybrid,Automatic
108230,Mazda,CX-5,2022,83403,Very Good,Petrol,Automatic
191280,Lexus,ES,2022,78705,Good,Hybrid,Automatic
81987,Honda,Jazz,2024,13518,Excellent,Petrol,Automatic
84948,Honda,HR-V,2023,52658,Good,Petrol,Automatic
161002,Toyota,Fortuner,2023,32004,Excellent,Diesel,Manual
88627,Toyota,Vios,2024,12451,Excellent,Petrol,CVT
230419,Lexus,NX,2022,64788,Good,Petrol,Automatic
47923,Nissan,Almera,2022,76425,Good,Petrol,CVT
25587,Toyota,Vios,2017,110088,Fair,Petrol,CVT
93209,Toyota,Vios,2024,18166,Excellent,Petrol,CVT
76005,Toyota,Corolla,2021,69184,Very Good,Petrol,CVT
105761,Nissan,Serena,2023,50980,Very Good,Petrol,Automatic
31185,Honda,BR-V,2019,129408,Fair,Petrol,Automatic
21318,Nissan,Navara,2016,123876,Poor,Diesel,Manual
269130,Lexus,NX,2023,45942,Good,Petrol,Automatic
128829,Mazda,Mazda6,2023,46504,Good,Petrol,Automatic
62697,Mazda,Mazda6,2019,81306,Fair,Petrol,Automatic
102542,Toyota,Fortuner,2021,87072,Good,Diesel,Manual
157965,Lexus,RX,2020,112360,Fair,Petrol,Automatic
103201,Lexus,ES,2019,152430,Fair,Hybrid,Automatic
57447,Honda,Accord,2018,124110,Fair,Petrol,Automatic
119106,Toyota,Corolla,2024,15043,Excellent,Petrol,Automatic
144361,Toyota,Fortuner,2023,44136,Good,Petrol,Manual
61713,Nissan,Navara,2021,77708,Good,Diesel,Manual
117056,Mazda,Mazda6,2022,80058,Good,Petrol,Automatic
20201,Mazda,Mazda3,2015,255110,Poor,Petrol,Automatic
88848,Mazda,Mazda2,2024,21769,Excellent,Petrol,Automatic
30732,Nissan,Almera,2020,116330,Fair,Petrol,Automatic
211134,Lexus,ES,2022,54516,Very Good,Hybrid,Automatic
136049,Lexus,IS,2021,96236,Very Good,Hybrid,Automatic
58362,Honda,City,2022,63966,Good,Petrol,Automatic
128775,Nissan,Serena,2024,17756,Excellent,Petrol,Automatic
94783,Mazda,Mazda3,2022,60630,Very Good,Petrol,Automatic
82102,Nissan,Serena,2021,55384,Very Good,Petrol,Automatic
108368,Toyota,Camry,2021,81812,Good,Petrol,Automatic
79843,Honda,HR-V,2022,43875,Very Good,Petrol,Automatic
73296,Toyota,Hilux,2022,59142,Good,Diesel,Manual
136779,Nissan,X-Trail,2024,23074,Excellent,Petrol,Automatic
201589,Lexus,IS,2023,44728,Very Good,Hybrid,Automatic
19767,Honda,Civic,2015,207570,Poor,Petrol,Automatic
60946,Nissan,X-Trail,2019,132576,Good,Petrol,Automatic
125285,Toyota,Corolla,2024,23677,Excellent,Petrol,CVT
33385,Toyota,Yaris,2019,166098,Good,Petrol,Automatic
49192,Honda,CR-V,2017,134192,Good,Petrol,Automatic
96066,Honda,CR-V,2021,51312,Very Good,Petrol,Automatic
158288,Lexus,IS,2022,81012,Good,Hybrid,Automatic
27269,Mazda,Mazda6,2015,200390,Poor,Petrol,Automatic
58928,Nissan,Navara,2021,92936,Good,Petrol,Automatic
37482,Honda,City,2019,73722,Good,Petrol,CVT
41274,Honda,Jazz,2020,96615,Very Good,Petrol,CVT
70898,Toyota,Fortuner,2019,165966,Good,Petrol,Manual
61622,Mazda,Mazda2,2022,48819,Good,Petrol,Automatic
150030,Toyota,Fortuner,2023,37204,Excellent,Diesel,Automatic
244572,Lexus,NX,2022,45168,Very Good,Petrol,Automatic
42649,Mazda,Mazda2,2020,133055,Good,Petrol,Automatic
80117,Mazda,Mazda3,2021,75016,Good,Petrol,Automatic
28516,Mazda,Mazda2,2018,143962,Fair,Petrol,Automatic
173141,Lexus,NX,2020,106420,Good,Hybrid,Automatic
139376,Lexus,ES,2021,111880,Fair,Petrol,Automatic
62725,Nissan,Navara,2021,79524,Good,Diesel,Automatic
112386,Mazda,CX-5,2023,48920,Good,Petrol,Automatic
32454,Mazda,Mazda3,2016,198828,Fair,Petrol,Automatic
40509,Mazda,Mazda3,2018,175875,Fair,Petrol,Automatic
54091,Mazda,Mazda3,2018,90958,Good,Petrol,Automatic
167500,Lexus,IS,2022,59388,Good,Petrol,Automatic
120357,Nissan,X-Trail,2023,26360,Excellent,Petrol,Automatic
127082,Honda,CR-V,2023,25022,Excellent,Petrol,Automatic
63350,Honda,CR-V,2019,125016,Good,Petrol,Automatic
244717,Lexus,IS,2024,23425,Excellent,Hybrid,Automatic
45904,Mazda,Mazda3,2018,185409,Good,Petrol,Automatic
55923,Honda,HR-V,2020,88755,Good,Petrol,Automatic
72215,Honda,Jazz,2023,25262,Excellent,Petrol,CVT
102973,Honda,Civic,2023,24352,Excellent,Petrol,CVT
239380,Lexus,IS,2024,13249,Excellent,Hybrid,Automatic
99429,Nissan,X-Trail,2022,75840,Very Good,Petrol,Automatic
91638,Mazda,Mazda6,2020,73060,Good,Petrol,Automatic
34564,Toyota,Vios,2018,139027,Good,Petrol,CVT
85361,Toyota,Yaris,2024,27613,Excellent,Petrol,Automatic
70717,Mazda,Mazda6,2020,102135,Fair,Petrol,Automatic
51458,Mazda,Mazda3,2019,136470,Fair,Petrol,Automatic
55568,Honda,CR-V,2018,126840,Good,Petrol,Automatic
297350,Lexus,NX,2023,38900,Excellent,Hybrid,Automatic
222523,Lexus,ES,2023,43334,Good,Hybrid,Automatic
26722,Toyota,Corolla,2016,225288,Fair,Petrol,CVT
18168,Honda,Jazz,2016,201357,Fair,Petrol,CVT
51919,Nissan,X-Trail,2019,158964,Fair,Petrol,Automatic
53482,Mazda,Mazda6,2017,188400,Good,Petrol,Automatic
32609,Toyota,Camry,2015,149550,Poor,Hybrid,Automatic
59888,Mazda,CX-5,2018,104636,Good,Petrol,Automatic
32463,Honda,City,2018,142499,Good,Petrol,CVT
54130,Nissan,X-Trail,2018,103649,Good,Petrol,Automatic
171122,Mazda,Mazda6,2024,22549,Excellent,Petrol,Automatic
21099,Toyota,Hilux,2014,141900,Fair,Diesel,Automatic
22755,Toyota,Hilux,2016,116469,Poor,Diesel,Automatic
50596,Nissan,Almera,2022,71571,Good,Petrol,Automatic
127753,Lexus,RX,2017,124368,Good,Hybrid,Automatic
106226,Honda,Civic,2023,42816,Very Good,Petrol,CVT
71537,Toyota,Corolla,2021,50496,Good,Petrol,Automatic
195484,Lexus,NX,2021,89496,Good,Petrol,Automatic
125534,Lexus,RX,2018,113309,Fair,Petrol,Automatic
51226,Honda,Jazz,2021,87860,Very Good,Petrol,CVT
100006,Mazda,Mazda6,2021,59464,Good,Petrol,Automatic
92587,Toyota,Camry,2021,102880,Fair,Petrol,Automatic
100130,Nissan,Navara,2024,13727,Excellent,Petrol,Manual
111267,Nissan,Serena,2023,33870,Excellent,Petrol,Automatic
121298,Lexus,NX,2018,167426,Good,Hybrid,Automatic
44330,Nissan,X-Trail,2017,174904,Good,Petrol,Automatic
22163,Honda,Civic,2015,165430,Poor,Petrol,Automatic
29413,Honda,HR-V,2017,151120,Fair,Petrol,Automatic
28138,Nissan,Almera,2018,129710,Good,Petrol,CVT
88194,Nissan,X-Trail,2021,60948,Good,Petrol,Automatic
34969,Nissan,Navara,2018,98378,Fair,Diesel,Manual
13576,Honda,City,2015,213530,Poor,Petrol,CVT
378492,Lexus,RX,2024,19709,Excellent,Petrol,Automatic
63828,Toyota,Hilux,2020,66920,Very Good,Diesel,Manual
47597,Nissan,Serena,2018,130620,Good,Petrol,Automatic
135364,Nissan,X-Trail,2024,20798,Excellent,Petrol,Automatic
142179,Lexus,RX,2018,85393,Good,Petrol,Automatic
33216,Toyota,Vios,2019,114816,Fair,Petrol,Automatic
248805,Lexus,ES,2023,38736,Excellent,Hybrid,Automatic
34380,Mazda,Mazda6,2016,171441,Poor,Petrol,Automatic
61244,Nissan,Navara,2021,70160,Very Good,Diesel,Automatic
167284,Honda,Accord,2024,20517,Excellent,Hybrid,Automatic
82738,Toyota,Hilux,2022,60558,Very Good,Diesel,Automatic
133694,Mazda,Mazda3,2024,17350,Excellent,Petrol,Automatic
22608,Honda,Civic,2016,247131,Poor,Petrol,CVT
96091,Honda,Accord,2021,94684,Good,Hybrid,Automatic
34321,Honda,Civic,2017,102912,Fair,Petrol,Automatic
114558,Mazda,CX-5,2023,44248,Good,Petrol,Automatic
63118,Nissan,X-Trail,2020,103570,Fair,Petrol,Automatic
167807,Lexus,IS,2022,71127,Very Good,Petrol,Automatic
143829,Mazda,Mazda6,2023,40132,Very Good,Petrol,Automatic
17844,Mazda,Mazda2,2016,142929,Poor,Petrol,Automatic
70605,Lexus,IS,2017,200728,Good,Petrol,Automatic
118398,Honda,Accord,2022,78438,Very Good,Hybrid,Automatic
49534,Nissan,X-Trail,2019,124704,Fair,Petrol,Automatic
35306,Toyota,Hilux,2018,178500,Fair,Diesel,Automatic
133779,Nissan,Serena,2024,21918,Excellent,Petrol,Automatic
128318,Lexus,RX,2018,92239,Fair,Hybrid,Automatic
156378,Lexus,RX,2020,123255,Fair,Petrol,Automatic
26738,Honda,BR-V,2018,194537,Fair,Petrol,Automatic
153183,Honda,CR-V,2024,16457,Excellent,Petrol,Automatic
237697,Lexus,IS,2024,16652,Excellent,Petrol,Automatic
58848,Honda,Accord,2019,133374,Fair,Petrol,Automatic
21902,Honda,HR-V,2016,149274,Poor,Petrol,Automatic
139882,Lexus,NX,2020,114715,Fair,Hybrid,Automatic
120369,Nissan,X-Trail,2023,36340,Excellent,Petrol,Automatic
45527,Nissan,Almera,2021,49612,Very Good,Petrol,CVT
114777,Toyota,Camry,2021,83940,Good,Hybrid,Automatic
132612,Nissan,Serena,2024,14465,Excellent,Petrol,Automatic
113262,Nissan,X-Trail,2023,52694,Good,Petrol,Automatic
92461,Mazda,Mazda3,2022,71910,Good,Petrol,Automatic
195932,Lexus,RX,2020,86720,Good,Petrol,Automatic
39089,Toyota,Vios,2019,139710,Good,Petrol,CVT
342138,Lexus,NX,2024,21173,Excellent,Petrol,Automatic
29214,Mazda,CX-5,2016,142164,Poor,Petrol,Automatic
97904,Nissan,Serena,2022,48162,Very Good,Petrol,Automatic
123886,Toyota,Corolla,2024,27006,Excellent,Petrol,CVT
134999,Lexus,NX,2019,142194,Good,Petrol,Automatic
48712,Lexus,ES,2016,249408,Poor,Petrol,Automatic
274950,Lexus,RX,2022,52074,Very Good,Petrol,Automatic
78447,Toyota,Hilux,2022,51825,Very Good,Diesel,Manual
368057,Lexus,RX,2024,27677,Excellent,Hybrid,Automatic
61274,Nissan,X-Trail,2019,150576,Good,Petrol,Automatic
132602,Mazda,CX-5,2023,34712,Excellent,Petrol,Automatic
90160,Honda,HR-V,2023,48204,Very Good,Petrol,Automatic
47552,Honda,City,2021,104388,Good,Petrol,Automatic
112471,Honda,Accord,2022,82770,Good,Petrol,Automatic
23379,Honda,HR-V,2015,145900,Fair,Petrol,Automatic
364353,Lexus,RX,2024,25570,Excellent,Hybrid,Automatic
25673,Nissan,X-Trail,2015,149980,Poor,Petrol,Automatic
134911,Lexus,IS,2021,78792,Good,Petrol,Automatic
28647,Mazda,Mazda2,2018,115276,Fair,Petrol,Automatic
87775,Honda,City,2024,22321,Excellent,Petrol,Automatic
108218,Mazda,CX-5,2022,81921,Very Good,Petrol,Automatic
70850,Mazda,CX-5,2020,128520,Good,Petrol,Automatic
37599,Nissan,Serena,2017,136016,Fair,Petrol,Automatic
55395,Honda,Accord,2018,119280,Fair,Hybrid,Automatic
119224,Mazda,Mazda3,2023,31938,Excellent,Petrol,Automatic
91582,Honda,HR-V,2023,39936,Excellent,Petrol,Automatic
91230,Mazda,Mazda2,2024,21850,Excellent,Petrol,Automatic
41120,Mazda,Mazda3,2017,222480,Good,Petrol,Automatic
102650,Lexus,IS,2019,145860,Good,Hybrid,Automatic
35707,Nissan,Navara,2018,98581,Fair,Diesel,Manual
65719,Nissan,X-Trail,2021,109348,Fair,Petrol,Automatic
84786,Mazda,Mazda6,2020,113985,Good,Petrol,Automatic
54320,Mazda,Mazda2,2021,52332,Very Good,Petrol,Automatic
55897,Nissan,Almera,2022,67686,Very Good,Petrol,CVT
19578,Toyota,Corolla,2015,204280,Poor,Petrol,Automatic
111425,Lexus,NX,2018,86933,Fair,Petrol,Automatic
90369,Lexus,IS,2019,93774,Fair,Petrol,Automatic
66239,Honda,City,2023,47796,Very Good,Petrol,CVT
137241,Mazda,Mazda3,2024,18412,Excellent,Petrol,Automatic
141908,Lexus,ES,2020,110060,Good,Petrol,Automatic
56341,Toyota,Corolla,2019,102396,Good,Petrol,CVT
65603,Nissan,Serena,2020,122465,Good,Petrol,Automatic
52228,Lexus,ES,2016,221157,Poor,Petrol,Automatic
51348,Honda,Civic,2019,167040,Good,Petrol,CVT
80421,Toyota,Yaris,2024,15442,Excellent,Petrol,Automatic
82621,Nissan,Navara,2023,43780,Very Good,Diesel,Automatic
54051,Toyota,Corolla,2019,89316,Good,Petrol,CVT
27839,Mazda,Mazda3,2016,161460,Poor,Petrol,Automatic
46473,Nissan,Almera,2021,58648,Good,Petrol,CVT
195871,Lexus,NX,2021,50708,Good,Petrol,Automatic
117669,Honda,Accord,2022,71379,Very Good,Hybrid,Automatic
94503,Nissan,X-Trail,2022,44073,Good,Petrol,Automatic
143284,Lexus,RX,2019,124770,Fair,Petrol,Automatic
104419,Honda,CR-V,2022,71964,Very Good,Petrol,Automatic
86361,Mazda,Mazda3,2021,95648,Very Good,Petrol,Automatic
22427,Toyota,Yaris,2017,175224,Fair,Petrol,Automatic
48224,Toyota,Camry,2016,113733,Fair,Hybrid,Automatic
71935,Toyota,Yaris,2023,39126,Excellent,Petrol,Automatic
61965,Honda,City,2022,40512,Very Good,Petrol,CVT
67618,Toyota,Fortuner,2018,165277,Good,Petrol,Automatic
31084,Honda,City,2018,177093,Good,Petrol,CVT
34326,Honda,Jazz,2019,147516,Good,Petrol,Automatic
62842,Honda,Accord,2019,152724,Fair,Hybrid,Automatic
108447,Mazda,Mazda3,2023,41832,Very Good,Petrol,Automatic
42377,Nissan,Navara,2020,113370,Fair,Petrol,Manual
26098,Mazda,Mazda3,2016,222462,Poor,Petrol,Automatic
25835,Mazda,Mazda2,2017,104624,Fair,Petrol,Automatic
173765,Mazda,Mazda6,2024,26743,Excellent,Petrol,Automatic
71728,Honda,HR-V,2022,82941,Very Good,Petrol,Automatic
193534,Lexus,RX,2020,91005,Very Good,Petrol,Automatic
32315,Nissan,Navara,2018,137760,Fair,Diesel,Manual
134342,Lexus,IS,2021,104896,Good,Hybrid,Automatic
195328,Lexus,ES,2022,43899,Good,Petrol,Automatic
214859,Lexus,ES,2023,43326,Good,Petrol,Automatic
